Code	Indicator	Name
FO	LN		META
FO	LN		MI
FO	LN		MIA
FO	LN		MICA
FO	LN		MICAELA
MF	LN		MICAH
FO	LY		MICHA
MF	LY		MICHAEL
FO	LN		MICHAELA
FO	LN		MICHAELE
MF	LY		MICHAL
MO	LN		MICHALE
MF	LY		MICHEAL
MF	LY		MICHEL
FO	LY		MICHELE
FO	LN		MICHELINA
FO	LN		MICHELINE
FO	LY		MICHELL
FO	LY		MICHELLE
FO	LN		MICHIKO
MF	LY		MICKEY
FO	LN		MICKI
FO	LN		MICKIE
FO	LN		MIESHA
FO	LN		MIGDALIA
FO	LN		MIGNON
MO	LY		MIGUEL
FO	LN		MIGUELINA
FO	LY		MIKA
FO	LN		MIKAELA
MF	LY		MIKE
MO	LY		MIKEL
FO	LN		MIKI
FO	LN		MIKKI
FO	LY		MILA
FO	LN		MILAGRO
FO	LN		MILAGROS
MO	LY		MILAN
FO	LN		MILDA
FO	LY		MILDRED
MO	LY		MILES
MO	LY		MILFORD
FO	LN		MILISSA
MO	LY		MILLARD
FO	LN		MILLICENT
FO	LY		MILLIE
FO	LY		MILLY
MO	LY		MILO
MO	LY		MILTON
FO	LN		MIMI
FO	LY		MIN
FO	LY		MINA
FO	LN		MINDA
FO	LN		MINDI
FO	LN		MINDY
FO	LY		MINERVA
FO	LY		MING
MF	LN		MINH
FO	LN		MINNA
FO	LY		MINNIE
FO	LN		MINTA
MO	LY		MIQUEL
FO	LY		MIRA
FO	LY		MIRANDA
FO	LN		MIREILLE
FO	LN		MIRELLA
FO	LN		MIREYA
FO	LN		MIRIAM
FO	LN		MIRIAN
FO	LN		MIRNA
FO	LN		MIRTA
FO	LN		MIRTHA
FO	LN		MISHA
FO	LY		MISS
FO	LN		MISSY
FO	LN		MISTI
FO	LN		MISTIE
FO	LY		MISTY
MO	LY		MITCH
MO	LY		MITCHEL
MF	LY		MITCHELL
FO	LN		MITSUE
FO	LN		MITSUKO
FO	LN		MITTIE
FO	LN		MITZI
FO	LN		MITZIE
FO	LN		MIYOKO
FO	LN		MODESTA
MO	LY		MODESTO
MO	LY		MOHAMED
MO	LY		MOHAMMAD
MO	LY		MOHAMMED
FO	LN		MOIRA
MO	LY		MOISES
FO	LN		MOLLIE
FO	LY		MOLLY
FO	LY		MONA
FO	LY		MONET
FO	LY		MONICA
FO	LN		MONIKA
FO	LN		MONIQUE
FO	LN		MONNIE
MO	LY		MONROE
FO	LY		MONSERRATE
MO	LY		MONTE
MO	LY		MONTY
FO	LY		MOON
FO	LY		MORA
MF	LY		MORGAN
FO	LN		MORIAH
MO	LY		MORRIS
MO	LY		MORTON
MO	LY		MOSE
MO	LY		MOSES
MO	LN		MOSHE
FO	LY		MOZELL
FO	LN		MOZELLA
FO	LN		MOZELLE
FO	LY		MUI
FO	LN		MUOI
FO	LY		MURIEL
MO	LY		MURRAY
FO	LN		MY
FO	LN		MYESHA
MO	LY		MYLES
FO	LN		MYONG
FO	LY		MYRA
FO	LN		MYRIAM
FO	LN		MYRL
FO	LN		MYRLE
FO	LN		MYRNA
MO	LY		MYRON
FO	LN		MYRTA
FO	LN		MYRTICE
FO	LN		MYRTIE
FO	LN		MYRTIS
FO	LY		MYRTLE
FO	LY		MYUNG
FO	LY		NA
FO	LN		NADA
FO	LN		NADENE
FO	LN		NADIA
FO	LY		NADINE
FO	LN		NAIDA
FO	LN		NAKESHA
FO	LN		NAKIA
FO	LN		NAKISHA
FO	LN		NAKITA
FO	LY		NAM
FO	LY		NAN
FO	LN		NANA
FO	LN		NANCEE
FO	LN		NANCEY
FO	LN		NANCI
FO	LN		NANCIE
FO	LY		NANCY
FO	LN		NANETTE
FO	LN		NANNETTE
FO	LY		NANNIE
FO	LN		NAOMA
FO	LY		NAOMI
MO	LY		NAPOLEON
FO	LN		NARCISA
FO	LN		NATACHA
FO	LY		NATALIA
FO	LY		NATALIE
FO	LN		NATALYA
FO	LN		NATASHA
FO	LN		NATASHIA
FO	LN		NATHALIE
MO	LY		NATHAN
MO	LN		NATHANAEL
MO	LN		NATHANIAL
MO	LY		NATHANIEL
FO	LN		NATISHA
FO	LY		NATIVIDAD
FO	LN		NATOSHA
MO	LY		NEAL
FO	LN		NECOLE
MO	LY		NED
FO	LN		NEDA
FO	LN		NEDRA
FO	LY		NEELY
FO	LN		NEIDA
MO	LY		NEIL
FO	LN		NELDA
FO	LN		NELIA
FO	LN		NELIDA
FO	LY		NELL
FO	LN		NELLA
FO	LN		NELLE
FO	LN		NELLIE
FO	LN		NELLY
MO	LY		NELSON
FO	LN		NENA
FO	LN		NENITA
FO	LN		NEOMA
FO	LN		NEOMI
FO	LN		NEREIDA
FO	LN		NERISSA
FO	LY		NERY
MO	LY		NESTOR
FO	LN		NETA
FO	LN		NETTIE
FO	LN		NEVA
FO	LN		NEVADA
MO	LY		NEVILLE
MO	LY		NEWTON
FO	LN		NGA
FO	LN		NGAN
FO	LN		NGOC
FO	LN		NGUYET
FO	LN		NIA
FO	LN		NICHELLE
FO	LY		NICHOL
MO	LY		NICHOLAS
FO	LY		NICHOLE
FO	LN		NICHOLLE
MO	LY		NICK
FO	LN		NICKI
FO	LN		NICKIE
MO	LY		NICKOLAS
FO	LN		NICKOLE
MF	LN		NICKY
FO	LY		NICOL
FO	LY		NICOLA
MO	LY		NICOLAS
FO	LN		NICOLASA
FO	LY		NICOLE
FO	LY		NICOLETTE
FO	LN		NICOLLE
FO	LY		NIDA
FO	LN		NIDIA
FO	LN		NIESHA
FO	LY		NIEVES
MO	LN		NIGEL
FO	LN		NIKI
FO	LN		NIKIA
FO	LN		NIKITA
FO	LN		NIKKI
FO	LN		NIKOLE
FO	LY		NILA
FO	LN		NILDA
FO	LN		NILSA
FO	LY		NINA
FO	LN		NINFA
FO	LN		NISHA
FO	LY		NITA
MO	LY		NOAH
MO	LY		NOBLE
FO	LN		NOBUKO
MO	LY		NOE
MF	LY		NOEL
FO	LN		NOELIA
FO	LN		NOELLA
FO	LN		NOELLE
FO	LN		NOEMI
FO	LN		NOHEMI
FO	LY		NOLA
MO	LY		NOLAN
FO	LN		NOMA
FO	LN		NONA
FO	LY		NORA
FO	LN		NORAH
MO	LN		NORBERT
MO	LN		NORBERTO
FO	LY		NOREEN
FO	LN		NORENE
FO	LN		NORIKO
FO	LN		NORINE
FO	LY		NORMA
MF	LY		NORMAN
MO	LY		NORMAND
MO	LY		NORRIS
FO	LY		NOVA
FO	LN		NOVELLA
FO	LN		NU
FO	LN		NUBIA
MF	LY		NUMBERS
FO	LN		NYDIA
FO	LN		NYLA
FO	LN		OBDULIA
FO	LN		OCIE
FO	LN		OCTAVIA
MO	LN		OCTAVIO
FO	LY		ODA
FO	LN		ODELIA
MF	LY		ODELL
FO	LN		ODESSA
FO	LY		ODETTE
FO	LN		ODILIA
MO	LN		ODIS
FO	LN		OFELIA
FO	LY		OK
FO	LN		OLA
MO	LY		OLEN
FO	LN		OLENE
FO	LN		OLETA
FO	LN		OLEVIA
FO	LN		OLGA
FO	LN		OLIMPIA
MO	LY		OLIN
FO	LN		OLINDA
FO	LY		OLIVA
FO	LY		OLIVE
MO	LY		OLIVER
FO	LY		OLIVIA
MF	LY		OLLIE
FO	LN		OLYMPIA
FO	LN		OMA
MO	LY		OMAR
FO	LN		OMEGA
MO	LY		OMER
FO	LY		ONA
FO	LN		ONEIDA
FO	LN		ONIE
FO	LN		ONITA
FO	LY		OPAL
FO	LN		OPHELIA
FO	LY		ORA
FO	LN		ORALEE
FO	LN		ORALIA
MO	LY		OREN
FO	LN		ORETHA
MO	LY		ORLANDO
FO	LN		ORPHA
MO	LN		ORVAL
MO	LN		ORVILLE
MF	LY		OSCAR
FO	LN		OSSIE
MO	LY		OSVALDO
MO	LN		OSWALDO
FO	LN		OTELIA
MF	LN		OTHA
FO	LN		OTILIA
MO	LY		OTIS
MO	LY		OTTO
FO	LN		OUIDA
MO	LY		OWEN
FO	LN		OZELL
FO	LN		OZELLA
FO	LN		OZIE
FO	LY		PA
MO	LY		PABLO
FO	LY		PAGE
FO	LY		PAIGE
FO	LY		PALMA
MO	LY		PALMER
FO	LN		PALMIRA
FO	LY		PAM
FO	LN		PAMALA
FO	LN		PAMELA
FO	LN		PAMELIA
FO	LN		PAMELLA
FO	LN		PAMILA
FO	LN		PAMULA
FO	LN		PANDORA
FO	LN		PANSY
FO	LY		PAOLA
MF	LY		PARIS
MO	LY		PARKER
FO	LN		PARTHENIA
FO	LN		PARTICIA
MO	LY		PASQUALE
FO	LN		PASTY
MF	LY		PAT
FO	LY		PATIENCE
FO	LY		PATRIA
FO	LN		PATRICA
FO	LY		PATRICE
MF	LY		PATRICIA
MF	LY		PATRICK
FO	LN		PATRINA
FO	LY		PATSY
FO	LY		PATTI
FO	LY		PATTIE
FO	LY		PATTY
MF	LY		PAUL
FO	LY		PAULA
FO	LN		PAULENE
FO	LN		PAULETTA
FO	LY		PAULETTE
FO	LY		PAULINA
FO	LY		PAULINE
FO	LN		PAULITA
FO	LY		PAZ
FO	LY		PEARL
FO	LY		PEARLE
FO	LN		PEARLENE
FO	LN		PEARLIE
FO	LN		PEARLINE
FO	LN		PEARLY
MO	LY		PEDRO
FO	LN		PEG
FO	LN		PEGGIE
FO	LN		PEGGY
FO	LN		PEI
FO	LN		PENELOPE
FO	LY		PENNEY
FO	LN		PENNI
FO	LY		PENNIE
FO	LY		PENNY
MO	LY		PERCY
FO	LY		PERLA
MF	LY		PERRY
MO	LY		PETE
MF	LY		PETER
FO	LN		PETRA
FO	LY		PETRINA
FO	LN		PETRONILA
FO	LN		PHEBE
MO	LN		PHIL
MO	LY		PHILIP
MO	LY		PHILLIP
FO	LY		PHILLIS
FO	LN		PHILOMENA
FO	LN		PHOEBE
FO	LY		PHUNG
FO	LY		PHUONG
FO	LN		PHYLICIA
FO	LN		PHYLIS
FO	LN		PHYLISS
FO	LN		PHYLLIS
FO	LY		PIA
FO	LN		PIEDAD
MO	LY		PIERRE
FO	LY		PILAR
FO	LY		PING
FO	LN		PINKIE
FO	LY		PIPER
FO	LY		POK
FO	LY		POLLY
MO	LN		PORFIRIO
FO	LN		PORSCHE
FO	LN		PORSHA
MO	LY		PORTER
FO	LN		PORTIA
FO	LN		PRECIOUS
MO	LY		PRESTON
FO	LN		PRICILLA
MO	LY		PRINCE
FO	LN		PRINCESS
FO	LN		PRISCILA
FO	LN		PRISCILLA
FO	LN		PROVIDENCIA
FO	LN		PRUDENCE
FO	LN		PURA
FO	LN		QIANA
FO	LY		QUEEN
FO	LN		QUEENIE
MO	LN		QUENTIN
FO	LN		QUIANA
MO	LY		QUINCY
MF	LY		QUINN
MO	LY		QUINTIN
MO	LY		QUINTON
FO	LN		QUYEN
FO	LN		RACHAEL
FO	LY		RACHAL
FO	LN		RACHEAL
FO	LY		RACHEL
FO	LN		RACHELE
FO	LY		RACHELL
FO	LN		RACHELLE
FO	LN		RACQUEL
FO	LY		RAE
FO	LN		RAEANN
FO	LN		RAELENE
MO	LY		RAFAEL
FO	LN		RAFAELA
FO	LN		RAGUEL
FO	LY		RAINA
FO	LN		RAISA
MO	LY		RALEIGH
MO	LY		RALPH
MO	LY		RAMIRO
MO	LY		RAMON
FO	LN		RAMONA
FO	LN		RAMONITA
FO	LY		RANA
FO	LN		RANAE
FO	LY		RANDA
MO	LY		RANDAL
MO	LY		RANDALL
FO	LN		RANDEE
MO	LY		RANDELL
FO	LN		RANDI
MO	LY		RANDOLPH
MF	LY		RANDY
FO	LN		RANEE
MO	LY		RAPHAEL
FO	LY		RAQUEL
MO	LY		RASHAD
FO	LN		RASHEEDA
FO	LN		RASHIDA
MO	LY		RAUL
FO	LY		RAVEN
MF	LY		RAY
FO	LY		RAYE
MO	LY		RAYFORD
FO	LN		RAYLENE
MO	LN		RAYMON
MF	LY		RAYMOND
FO	LN		RAYMONDE
MO	LY		RAYMUNDO
FO	LY		RAYNA
FO	LY		REA
FO	LY		REAGAN
FO	LN		REANNA
FO	LN		REATHA
FO	LN		REBA
FO	LN		REBBECA
FO	LN		REBBECCA
FO	LN		REBECA
FO	LN		REBECCA
FO	LN		REBECKA
FO	LN		REBEKAH
FO	LY		REDA
MO	LY		REED
FO	LN		REENA
FO	LN		REFUGIA
MF	LN		REFUGIO
FO	LY		REGAN
FO	LN		REGENA
FO	LN		REGENIA
MO	LN		REGGIE
FO	LY		REGINA
MO	LN		REGINALD
FO	LY		REGINE
FO	LN		REGINIA
MO	LY		REID
FO	LN		REIKO
FO	LY		REINA
MO	LN		REINALDO
FO	LN		REITA
FO	LN		REMA
FO	LN		REMEDIOS
FO	LN		REMONA
FO	LY		RENA
FO	LN		RENAE
MO	LN		RENALDO
FO	LN		RENATA
FO	LN		RENATE
MO	LN		RENATO
FO	LN		RENAY
FO	LY		RENDA
MF	LY		RENE
FO	LN		RENEA
FO	LY		RENEE
FO	LN		RENETTA
FO	LN		RENITA
FO	LY		RENNA
FO	LN		RESSIE
FO	LY		RETA
FO	LN		RETHA
FO	LY		RETTA
MO	LY		REUBEN
FO	LN		REVA
MO	LY		REX
MO	LY		REY
MO	LY		REYES
FO	LY		REYNA
FO	LN		REYNALDA
MO	LY		REYNALDO
FO	LY		RHEA
FO	LN		RHEBA
MO	LY		RHETT
FO	LN		RHIANNON
FO	LY		RHODA
FO	LN		RHONA
FO	LN		RHONDA
FO	LN		RIA
FO	LN		RICARDA
MO	LY		RICARDO
MO	LY		RICH
MF	LY		RICHARD
FO	LN		RICHELLE
MO	LY		RICHIE
MO	LY		RICK
MO	LY		RICKEY
FO	LN		RICKI
MF	LY		RICKIE
MO	LN		RICKY
MO	LY		RICO
MO	LN		RIGOBERTO
FO	LN		RIKKI
MO	LY		RILEY
FO	LY		RIMA
FO	LY		RINA
FO	LN		RISA
FO	LY		RITA
FO	LY		RIVA
FO	LN		RIVKA
MO	LY		ROB
FO	LN		ROBBI
MF	LY		ROBBIE
FO	LY		ROBBIN
MO	LN		ROBBY
FO	LN		ROBBYN
FO	LN		ROBENA
MF	LY		ROBERT
FO	LY		ROBERTA
MF	LY		ROBERTO
MF	LY		ROBIN
MO	LN		ROBT
FO	LY		ROBYN
MO	LY		ROCCO
FO	LY		ROCHEL
FO	LY		ROCHELL
FO	LY		ROCHELLE
FO	LN		ROCIO
MO	LN		ROCKY
MO	LY		ROD
MO	LY		RODERICK
MO	LY		RODGER
MO	LY		RODNEY
MO	LN		RODOLFO
MO	LY		RODRICK
MO	LY		RODRIGO
MO	LN		ROGELIO
MO	LY		ROGER
MO	LY		ROLAND
FO	LN		ROLANDA
FO	LN		ROLANDE
MO	LY		ROLANDO
MO	LY		ROLF
MO	LY		ROLLAND
FO	LY		ROMA
FO	LY		ROMAINE
MO	LY		ROMAN
FO	LN		ROMANA
FO	LN		ROMELIA
MO	LY		ROMEO
FO	LN		ROMONA
MO	LY		RON
FO	LY		RONA
MF	LY		RONALD
FO	LY		RONDA
FO	LN		RONI
FO	LN		RONNA
FO	LN		RONNI
MF	LY		RONNIE
MO	LN		RONNY
MO	LY		ROOSEVELT
MF	LN		RORY
FO	LY		ROSA
FO	LN		ROSALBA
FO	LN		ROSALEE
FO	LN		ROSALIA
FO	LN		ROSALIE
FO	LN		ROSALINA
FO	LN		ROSALIND
FO	LN		ROSALINDA
FO	LN		ROSALINE
FO	LN		ROSALVA
FO	LN		ROSALYN
FO	LN		ROSAMARIA
FO	LY		ROSAMOND
FO	LN		ROSANA
FO	LN		ROSANN
FO	LN		ROSANNA
FO	LN		ROSANNE
FO	LN		ROSARIA
MF	LY		ROSARIO
FO	LN		ROSAURA
MO	LY		ROSCOE
FO	LY		ROSE
FO	LN		ROSEANN
FO	LN		ROSEANNA
FO	LN		ROSEANNE
FO	LN		ROSELEE
FO	LN		ROSELIA
FO	LN		ROSELINE
FO	LY		ROSELLA
FO	LY		ROSELLE
FO	LN		ROSELYN
FO	LN		ROSEMARIE
FO	LN		ROSEMARY
FO	LN		ROSENA
FO	LN		ROSENDA
MO	LY		ROSENDO
FO	LY		ROSETTA
FO	LY		ROSETTE
FO	LN		ROSIA
FO	LY		ROSIE
FO	LN		ROSINA
FO	LN		ROSIO
FO	LN		ROSITA
FO	LN		ROSLYN
MO	LY		ROSS
FO	LN		ROSSANA
FO	LY		ROSSIE
FO	LN		ROSY
FO	LN		ROWENA
FO	LN		ROXANA
FO	LN		ROXANE
FO	LN		ROXANN
FO	LN		ROXANNA
FO	LN		ROXANNE
FO	LN		ROXIE
FO	LN		ROXY
MF	LY		ROY
MO	LY		ROYAL
MF	LY		ROYCE
FO	LN		ROZANNE
FO	LN		ROZELLA
MO	LY		RUBEN
FO	LY		RUBI
FO	LY		RUBIE
MO	LY		RUBIN
FO	LY		RUBY
FO	LN		RUBYE
MO	LY		RUDOLF
MO	LY		RUDOLPH
MF	LY		RUDY
MO	LN		RUEBEN
FO	LN		RUFINA
MO	LY		RUFUS
MO	LY		RUPERT
MO	LY		RUSS
MO	LY		RUSSEL
MF	LY		RUSSELL
MO	LN		RUSTY
FO	LY		RUTH
FO	LN		RUTHA
FO	LN		RUTHANN
FO	LN		RUTHANNE
FO	LN		RUTHE
FO	LN		RUTHIE
MF	LY		RYAN
FO	LN		RYANN
FO	LY		SABINA
FO	LY		SABINE
FO	LN		SABRA
FO	LN		SABRINA
FO	LN		SACHA
FO	LN		SACHIKO
FO	LY		SADE
FO	LN		SADIE
FO	LN		SADYE
FO	LY		SAGE
MO	LN		SAL
FO	LN		SALENA
FO	LY		SALINA
FO	LY		SALLEY
FO	LY		SALLIE
FO	LY		SALLY
FO	LY		SALOME
MO	LY		SALVADOR
MO	LY		SALVATORE
MF	LY		SAM
FO	LY		SAMANTHA
FO	LY		SAMARA
FO	LN		SAMATHA
FO	LN		SAMELLA
FO	LN		SAMIRA
MF	LN		SAMMIE
MF	LN		SAMMY
MO	LN		SAMUAL
MF	LY		SAMUEL
FO	LN		SANA
FO	LY		SANDA
FO	LN		SANDEE
FO	LY		SANDI
FO	LN		SANDIE
FO	LY		SANDRA
MF	LY		SANDY
MO	LY		SANFORD
MF	LY		SANG
FO	LN		SANJUANA
FO	LN		SANJUANITA
FO	LN		SANORA
FO	LY		SANTA
FO	LY		SANTANA
MO	LY		SANTIAGO
FO	LN		SANTINA
MO	LY		SANTO
MF	LY		SANTOS
FO	LY		SARA
FO	LY		SARAH
FO	LN		SARAI
FO	LY		SARAN
FO	LN		SARI
FO	LN		SARINA
FO	LN		SARITA
FO	LN		SASHA
FO	LN		SATURNINA
FO	LY		SAU
MO	LY		SAUL
FO	LN		SAUNDRA
FO	LN		SAVANNA
FO	LY		SAVANNAH
FO	LY		SCARLET
FO	LY		SCARLETT
MO	LY		SCOT
MF	LY		SCOTT
MF	LN		SCOTTIE
MO	LY		SCOTTY
MF	LY		SEAN
FO	LN		SEASON
MO	LY		SEBASTIAN
FO	LN		SEBRINA
FO	LY		SEE
FO	LN		SEEMA
FO	LN		SELENA
FO	LN		SELENE
FO	LN		SELINA
FO	LY		SELMA
FO	LY		SENA
FO	LN		SENAIDA
FO	LN		SEPTEMBER
FO	LN		SERAFINA
FO	LY		SERENA
MO	LY		SERGIO
FO	LN		SERINA
FO	LN		SERITA
MO	LY		SETH
FO	LN		SETSUKO
MO	LY		SEYMOUR
FO	LY		SHA
MO	LY		SHAD
FO	LY		SHAE
FO	LN		SHAINA
FO	LN		SHAKIA
FO	LN		SHAKIRA
FO	LN		SHAKITA
FO	LY		SHALA
FO	LN		SHALANDA
FO	LN		SHALON
FO	LN		SHALONDA
FO	LN		SHAMEKA
FO	LN		SHAMIKA
FO	LY		SHAN
FO	LN		SHANA
FO	LN		SHANAE
FO	LN		SHANDA
FO	LN		SHANDI
FO	LN		SHANDRA
MF	LY		SHANE
FO	LN		SHANEKA
FO	LN		SHANEL
FO	LN		SHANELL
FO	LN		SHANELLE
FO	LY		SHANI
FO	LN		SHANICE
FO	LN		SHANIKA
FO	LN		SHANIQUA
FO	LN		SHANITA
FO	LY		SHANNA
FO	LN		SHANNAN
MF	LY		SHANNON
FO	LY		SHANON
FO	LN		SHANTA
FO	LN		SHANTAE
FO	LN		SHANTAY
FO	LN		SHANTE
FO	LN		SHANTEL
FO	LN		SHANTELL
FO	LN		SHANTELLE
FO	LN		SHANTI
FO	LN		SHAQUANA
FO	LN		SHAQUITA
FO	LN		SHARA
FO	LN		SHARAN
FO	LN		SHARDA
FO	LN		SHAREE
FO	LN		SHARELL
FO	LN		SHAREN
FO	LN		SHARI
FO	LN		SHARICE
FO	LN		SHARIE
FO	LN		SHARIKA
FO	LN		SHARILYN
FO	LN		SHARITA
FO	LN		SHARLA
FO	LN		SHARLEEN
FO	LN		SHARLENE
FO	LN		SHARMAINE
FO	LN		SHAROLYN
FO	LY		SHARON
FO	LN		SHARONDA
FO	LN		SHARRI
FO	LY		SHARRON
FO	LN		SHARYL
FO	LN		SHARYN
FO	LN		SHASTA
MF	LN		SHAUN
FO	LN		SHAUNA
FO	LN		SHAUNDA
FO	LN		SHAUNNA
FO	LN		SHAUNTA
FO	LN		SHAUNTE
FO	LN		SHAVON
FO	LN		SHAVONDA
FO	LN		SHAVONNE
FO	LN		SHAWANA
FO	LN		SHAWANDA
FO	LN		SHAWANNA
MF	LY		SHAWN
FO	LN		SHAWNA
FO	LN		SHAWNDA
FO	LY		SHAWNEE
FO	LN		SHAWNNA
FO	LN		SHAWNTA
FO	LY		SHAY
FO	LN		SHAYLA
FO	LN		SHAYNA
MF	LY		SHAYNE
FO	LY		SHEA
FO	LN		SHEBA
FO	LN		SHEENA
FO	LN		SHEILA
FO	LN		SHEILAH
FO	LN		SHELA
FO	LN		SHELBA
MF	LY		SHELBY
MO	LY		SHELDON
FO	LN		SHELIA
FO	LN		SHELLA
FO	LY		SHELLEY
FO	LN		SHELLI
FO	LN		SHELLIE
FO	LY		SHELLY
MO	LY		SHELTON
FO	LN		SHEMEKA
FO	LN		SHEMIKA
FO	LN		SHENA
FO	LN		SHENIKA
FO	LN		SHENITA
FO	LN		SHENNA
FO	LN		SHERA
FO	LN		SHEREE
FO	LN		SHERELL
FO	LN		SHERI
FO	LN		SHERICE
FO	LY		SHERIDAN
FO	LN		SHERIE
FO	LN		SHERIKA
FO	LY		SHERILL
FO	LN		SHERILYN
FO	LN		SHERISE
FO	LN		SHERITA
FO	LN		SHERLENE
FO	LY		SHERLEY
FO	LN		SHERLY
FO	LN		SHERLYN
MO	LY		SHERMAN
FO	LN		SHERON
FO	LY		SHERRELL
FO	LN		SHERRI
FO	LN		SHERRIE
FO	LY		SHERRIL
FO	LY		SHERRILL
FO	LY		SHERRON
FO	LY		SHERRY
FO	LN		SHERRYL
MO	LY		SHERWOOD
FO	LN		SHERY
FO	LN		SHERYL
FO	LN		SHERYLL
FO	LN		SHIELA
FO	LN		SHILA
FO	LY		SHILOH
FO	LY		SHIN
FO	LY		SHIRA
FO	LN		SHIRELY
FO	LN		SHIRL
FO	LN		SHIRLEE
FO	LN		SHIRLEEN
FO	LN		SHIRLENE
MF	LY		SHIRLEY
FO	LN		SHIRLY
FO	LN		SHIZUE
FO	LN		SHIZUKO
MO	LY		SHON
FO	LN		SHONA
FO	LN		SHONDA
FO	LN		SHONDRA
FO	LN		SHONNA
FO	LN		SHONTA
FO	LN		SHOSHANA
FO	LY		SHU
FO	LN		SHYLA
FO	LN		SIBYL
MO	LN		SID
MF	LY		SIDNEY
FO	LY		SIERRA
FO	LN		SIGNE
FO	LN		SIGRID
MO	LY		SILAS
FO	LY		SILVA
FO	LN		SILVANA
FO	LY		SILVIA
FO	LY		SIMA
MO	LY		SIMON
FO	LN		SIMONA
FO	LY		SIMONE
FO	LN		SIMONNE
FO	LY		SINA
FO	LN		SINDY
FO	LN		SIOBHAN
FO	LN		SIRENA
FO	LY		SIU
FO	LN		SIXTA
FO	LY		SKYE
FO	LN		SLYVIA
FO	LY		SO
FO	LY		SOCORRO
FO	LY		SOFIA
FO	LN		SOILA
MF	LY		SOL
FO	LN		SOLANGE
FO	LY		SOLEDAD
MO	LY		SOLOMON
FO	LY		SOMER
FO	LY		SOMMER
MF	LY		SON
FO	LN		SONA
FO	LN		SONDRA
FO	LY		SONG
FO	LY		SONIA
FO	LN		SONJA
MO	LY		SONNY
FO	LN		SONYA
FO	LY		SOO
FO	LN		SOOK
FO	LN		SOON
FO	LN		SOPHIA
FO	LN		SOPHIE
FO	LN		SORAYA
FO	LN		SPARKLE
MO	LY		SPENCER
FO	LY		SPRING
FO	LN		STACEE
MF	LY		STACEY
FO	LN		STACI
FO	LN		STACIA
FO	LN		STACIE
MF	LY		STACY
MO	LY		STAN
MO	LY		STANFORD
MO	LY		STANLEY
MO	LY		STANTON
FO	LY		STAR
FO	LN		STARLA
FO	LY		STARR
FO	LN		STASIA
MO	LY		STEFAN
FO	LY		STEFANI
FO	LN		STEFANIA
FO	LN		STEFANIE
FO	LN		STEFANY
FO	LN		STEFFANIE
FO	LY		STELLA
FO	LN		STEPANIE
FO	LN		STEPHAINE
MO	LY		STEPHAN
FO	LN		STEPHANE
FO	LN		STEPHANI
FO	LN		STEPHANIA
FO	LY		STEPHANIE
FO	LY		STEPHANY
MF	LY		STEPHEN
FO	LN		STEPHENIE
FO	LN		STEPHINE
FO	LN		STEPHNIE
MO	LY		STERLING
MO	LY		STEVE
MF	LY		STEVEN
MF	LN		STEVIE
MO	LY		STEWART
FO	LN		STORMY
MO	LY		STUART
FO	LY		SU
FO	LN		SUANNE
FO	LN		SUDIE
FO	LY		SUE
FO	LN		SUEANN
FO	LN		SUELLEN
FO	LY		SUK
FO	LN		SULEMA
FO	LN		SUMIKO
FO	LY		SUMMER
FO	LY		SUN
FO	LY		SUNDAY
MF	LY		SUNG
FO	LN		SUNNI
FO	LN		SUNNY
FO	LY		SUNSHINE
FO	LY		SUSAN
FO	LY		SUSANA
FO	LN		SUSANN
FO	LN		SUSANNA
FO	LN		SUSANNAH
FO	LN		SUSANNE
FO	LN		SUSIE
FO	LN		SUSY
FO	LN		SUZAN
FO	LN		SUZANN
FO	LN		SUZANNA
FO	LN		SUZANNE
FO	LN		SUZETTE
FO	LN		SUZI
FO	LN		SUZIE
FO	LN		SUZY
FO	LN		SVETLANA
FO	LN		SYBIL
FO	LN		SYBLE
MF	LY		SYDNEY
MO	LY		SYLVESTER
FO	LY		SYLVIA
FO	LN		SYLVIE
FO	LN		SYNTHIA
FO	LN		SYREETA
FO	LY		TA
FO	LN		TABATHA
FO	LN		TABETHA
FO	LN		TABITHA
MO	LN		TAD
FO	LY		TAI
FO	LN		TAINA
FO	LN		TAISHA
FO	LN		TAJUANA
FO	LN		TAKAKO
FO	LN		TAKISHA
FO	LN		TALIA
FO	LN		TALISHA
FO	LN		TALITHA
FO	LY		TAM
FO	LN		TAMA
FO	LN		TAMALA
FO	LN		TAMAR
FO	LN		TAMARA
FO	LN		TAMATHA
FO	LN		TAMBRA
FO	LN		TAMEIKA
FO	LN		TAMEKA
FO	LN		TAMEKIA
FO	LN		TAMELA
FO	LN		TAMERA
FO	LN		TAMESHA
FO	LY		TAMI
FO	LN		TAMICA
FO	LN		TAMIE
FO	LN		TAMIKA
FO	LN		TAMIKO
FO	LN		TAMISHA
FO	LN		TAMMARA
FO	LN		TAMMERA
FO	LN		TAMMI
FO	LN		TAMMIE
FO	LN		TAMMY
FO	LN		TAMRA
FO	LN		TANA
FO	LN		TANDRA
FO	LY		TANDY
FO	LN		TANEKA
FO	LN		TANESHA
FO	LN		TANGELA
FO	LN		TANIA
FO	LN		TANIKA
FO	LN		TANISHA
FO	LN		TANJA
FO	LY		TANNA
MO	LY		TANNER
FO	LN		TANYA
FO	LY		TARA
FO	LN		TARAH
FO	LN		TAREN
FO	LN		TARI
FO	LN		TARRA
FO	LN		TARSHA
